Series Name,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Gross capital formation (current LCU),Angola,,,2.03E+11,4.05E+11,6.08E+11,8.88E+11,9.81E+11,1.29E+12,2.05E+12,2.39E+12,2.17E+12,2.77E+12,3.26E+12,3.45E+12,3.94E+12,4.77E+12,4.50E+12,4.89E+12,4.58E+12,5.37E+12,8.40E+12
Gross capital formation (current LCU),Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Argentina,49830828800,41986461000,33927137000,53179774500,85143879400,1.10E+11,1.34E+11,1.80E+11,2.25E+11,2.00E+11,2.94E+11,4.01E+11,4.35E+11,5.79E+11,7.90E+11,1.02E+12,1.45E+12,1.94E+12,2.45E+12,3.06E+12,3.92E+12
Gross capital formation (current LCU),Armenia,2.26E+11,2.69E+11,3.46E+11,4.61E+11,5.56E+11,8.02E+11,1.12E+12,1.40E+12,1.71E+12,1.29E+12,1.34E+12,1.21E+12,1.05E+12,1.01E+12,1.03E+12,1.05E+12,9.13E+11,1.03E+12,1.35E+12,1.14E+12,1.22E+12
Gross capital formation (current LCU),Aruba,854940000,814690000,935165000,1056770000,1148340000,1400840000,1526060000,1521610000,1633729000,1355030000,1242180000,1294550000,1101141000,1163381000,1154561000,1142339000,1098851000,1137600000,1313720000,1363920000,1039543943
Gross capital formation (current LCU),Australia,1.74E+11,1.65E+11,1.85E+11,2.08E+11,2.34E+11,2.54E+11,2.75E+11,3.00E+11,3.37E+11,3.45E+11,3.49E+11,3.75E+11,4.16E+11,4.28E+11,4.27E+11,4.27E+11,4.21E+11,4.24E+11,4.53E+11,4.54E+11,4.42E+11
Gross capital formation (current LCU),Austria,55381690000,55485800000,53606230000,56594720000,58311480000,60534000000,63234230000,69814010000,71876080000,65602950000,66895860000,74866530000,76403780000,76842480000,78394410000,81955100000,86742550000,91743650000,99117290000,1.01E+11,97611470000
Gross capital formation (current LCU),Azerbaijan,975400000,1099100000,2096200000,3799900000,4946700000,5201200000,5597500000,6104600000,7503100000,6746000000,7669000000,10555900000,12217000000,14928300000,16234800000,15179400000,15518000000,17147600000,16122100000,16631300000,17176300000
Gross capital formation (current LCU),"Bahamas, The",2437900000,2235300000,2150000000,2153100000,2100000000,2688900000,3407700000,3239700000,3100500000,2800300000,2825400000,3039600000,3360000000,3062500000,3505500000,2913400000,3063200000,3419100000,3356600000,3468400000,2387600000
Gross capital formation (current LCU),Bahrain,564820000,530200000,842190000,988390000,1014600000,1605250000,2114330000,2836240000,3378540000,2254920000,2638110000,2424000000,3254210000,3173790000,3370000000,2980730000,3533560000,4394040000,5012330000,4743340000,4568574800
Gross capital formation (current LCU),Bangladesh,6.39E+11,7.04E+11,7.65E+11,8.60E+11,9.58E+11,1.10E+12,1.26E+12,1.44E+12,1.65E+12,1.85E+12,2.09E+12,2.51E+12,2.98E+12,3.40E+12,3.84E+12,4.38E+12,6.28E+12,7.19E+12,8.40E+12,9.51E+12,9.93E+12
Gross capital formation (current LCU),Barbados,1108000000,954600000,1081200000,1172400000,1325200000,1445200000,1794200000,1773800000,1751000000,1514100000,1438700000,1588800000,1491800000,1545600000,1553000000,1595900000,1583700000,1556400000,1454000000,1543500000,1698500000
Gross capital formation (current LCU),Belarus,231986400,408050000,579665200,912450000,1433130000,1851840000,2551140000,3312550000,4885540000,5238060000,6930520000,11434920000,19218210000,26021390000,28075000000,26105000000,25140000000,29642000000,34346000000,39274000000,41106000000
Gross capital formation (current LCU),Belgium,60973900000,59829100000,56693500000,58952800000,67280300000,73420200000,77940600000,84541500000,91230800000,76824400000,83982600000,92138200000,91484500000,88115900000,93239600000,98458000000,1.04E+11,1.09E+11,1.17E+11,1.20E+11,1.12E+11
Gross capital formation (current LCU),Belize,597861869.1,516268022.1,514491009,464246360,468318707.1,525291996.2,549926435.9,591072797.9,732596029.7,549620339.9,531204499.2,421454907.7,477523819.9,568495280.5,731137564.9,732339559.8,804252829.1,682099626.3,757501892.9,804596726.3,757950710.6
Gross capital formation (current LCU),Benin,4.00E+11,4.77E+11,4.32E+11,4.70E+11,4.97E+11,4.19E+11,4.73E+11,6.40E+11,6.00E+11,6.81E+11,7.36E+11,8.30E+11,8.69E+11,1.17E+12,1.26E+12,1.40E+12,1.42E+12,1.77E+12,2.09E+12,2.16E+12,2.31E+12
Gross capital formation (current LCU),Bermuda,,,,,,,,,,,865343000,794297000,702521000,704322000,775746000,791397000,883410000,983043000,968986000,1094851000,842869000
Gross capital formation (current LCU),Bhutan,9603256900,13624694800,15727794000,17076804000,20568256700,18990685700,19072346000,14508910900,23494700000,28050150500,44738720000,57467057100,66128648900,48554810000,62193540000,71286962500,83081806500,91409890000,95430829074,88782398776,71150407624
Gross capital formation (current LCU),Bolivia,9421634900,7675037500,9236200300,8191241400,7673983500,10978683500,12721135600,15643649000,21185062700,20658563600,23448523300,32939702500,33075689800,40290201500,47957826900,46247673500,49386500800,57591586300,57337701300,56164133600,39936374000
Gross capital formation (current LCU),Bosnia and Herzegovina,3513642500,3927651500,4309667800,4372650800,4782759800,5072668900,5069825400,6728569900,8088355600,5864477800,4999118200,5823311200,5883435100,5686088300,6162785800,6274568000,6874709000,7834473000,8285227000,8890322000,8024321000
Gross capital formation (current LCU),Botswana,8726700000,9583900000,10391500000,11207646600,13179049400,12877898700,12545297800,14968678100,25983338300,23623731000,29792765900,40420788100,38253572000,29822110500,35066604300,38982337600,36283314600,41671516900,44999879900,55446479100,56090682100
Gross capital formation (current LCU),Brazil,2.27E+11,2.47E+11,2.60E+11,2.90E+11,3.51E+11,3.73E+11,4.29E+11,5.39E+11,6.72E+11,6.26E+11,8.47E+11,9.55E+11,1.03E+12,1.16E+12,1.19E+12,1.04E+12,9.38E+11,9.63E+11,1.06E+12,1.15E+12,1.23E+13
Gross capital formation (current LCU),British Virgin Islands,,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Brunei Darussalam,1350970800,1448118200,2224418800,1719963800,1794480900,1803221600,1902300000,2396800000,2788000000,2740800000,4428000000,6064000000,7827000000,8963000000,5945000000,6266000000,5451903200,5828989200,7515458300,7107032100,6723145900
Gross capital formation (current LCU),Bulgaria,5356705000,6615990000,6993973000,8087516000,9654845000,13042428000,17184900000,21338106000,26898437000,20884688000,16863166000,17327107000,18088106000,17278163000,18098345000,18809928000,18080573000,20348682000,23328129000,25280458000,24515335000
Gross capital formation (current LCU),Burkina Faso,3.07E+11,3.17E+11,3.38E+11,4.25E+11,4.46E+11,5.69E+11,5.52E+11,6.66E+11,8.74E+11,8.88E+11,1.10E+12,1.26E+12,1.58E+12,1.57E+12,1.33E+12,1.36E+12,1.58E+12,1.81E+12,1.92E+12,1.86E+12,1.71E+12
Gross capital formation (current LCU),Burundi,17447000000,32531000000,30335000000,66844000000,1.04E+11,2.20E+11,2.43E+11,2.23E+11,2.56E+11,4.16E+11,4.29E+11,4.61E+11,5.50E+11,5.58E+11,5.94E+11,5.93E+11,4.52E+11,4.83E+11,6.01E+11,7.85E+11,6.77E+11
Gross capital formation (current LCU),Cabo Verde,,,,,,,,62863652900,67815023200,61317615900,68317670700,72876246100,58133972500,50542582500,59336372200,50620279000,52656710000,57189236000,56617705000,51978817000,51065605000
Gross capital formation (current LCU),Cambodia,2.47E+12,2.93E+12,3.36E+12,4.09E+12,3.82E+12,5.21E+12,6.72E+12,7.43E+12,7.81E+12,9.20E+12,8.17E+12,8.90E+12,1.05E+13,1.23E+13,1.49E+13,1.65E+13,1.84E+13,2.06E+13,2.33E+13,2.67E+13,2.63E+13
Gross capital formation (current LCU),Cameroon,1.29E+12,1.51E+12,1.67E+12,1.68E+12,1.87E+12,1.92E+12,1.94E+12,2.10E+12,2.44E+12,2.44E+12,2.48E+12,2.70E+12,2.77E+12,3.11E+12,3.54E+12,3.48E+12,3.97E+12,4.08E+12,4.34E+12,4.40E+12,4.14E+12
Gross capital formation (current LCU),Canada,2.28E+11,2.25E+11,2.36E+11,2.57E+11,2.86E+11,3.22E+11,3.53E+11,3.77E+11,3.99E+11,3.45E+11,3.91E+11,4.28E+11,4.54E+11,4.74E+11,4.96E+11,4.74E+11,4.61E+11,5.04E+11,5.23E+11,5.33E+11,4.92E+11
Gross capital formation (current LCU),Cayman Islands,,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Central African Republic,72092000000,69952000000,66507000000,42427000000,45707000000,69588000000,78160000000,86950000000,1.13E+11,1.28E+11,1.79E+11,1.57E+11,1.39E+11,62787000000,2.06E+11,2.19E+11,2.43E+11,3.08E+11,3.21E+11,3.38E+11,3.48E+11
Gross capital formation (current LCU),Chad,2.30E+11,5.04E+11,8.33E+11,8.29E+11,5.66E+11,7.26E+11,8.61E+11,9.24E+11,1.01E+12,1.32E+12,1.82E+12,1.63E+12,1.96E+12,1.87E+12,2.32E+12,1.84E+12,1.46E+12,1.24E+12,1.30E+12,1.42E+12,1.27E+12
Gross capital formation (current LCU),Channel Islands,,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Chile,1.00E+13,1.09E+13,1.17E+13,1.24E+13,1.28E+13,1.59E+13,1.81E+13,2.01E+13,2.71E+13,2.20E+13,2.74E+13,3.24E+13,3.74E+13,3.78E+13,3.72E+13,4.06E+13,4.00E+13,4.06E+13,4.58E+13,4.90E+13,4.26E+13
Gross capital formation (current LCU),China,5.49E+12,6.92E+12,7.54E+12,8.61E+12,1.12E+13,1.36E+13,1.66E+13,2.06E+13,2.12E+13,2.50E+13,3.04E+13,3.46E+13,3.81E+13,3.82E+13,4.27E+13,4.42E+13,4.64E+13,5.29E+13,6.11E+13,6.05E+13,3.70E+13
Gross capital formation (current LCU),Colombia,3.11E+13,3.62E+13,4.23E+13,5.09E+13,5.98E+13,7.32E+13,8.75E+13,1.01E+14,1.13E+14,1.10E+14,1.19E+14,1.42E+14,1.47E+14,1.58E+14,1.83E+14,1.91E+14,2.00E+14,1.99E+14,2.09E+14,2.27E+14,1.90E+14
Gross capital formation (current LCU),Comoros,33745406800,37512911900,39985912500,42914203200,45220043000,46650024500,49374448400,48235000000,58957000000,57450000000,61240000000,57933000000,62827000000,67629000000,64721000000,58418000000,56543000000,63032000000,73632000000,66879000000,62272000000
Gross capital formation (current LCU),"Congo, Dem. Rep.",1.90E+11,1.50E+11,2.25E+11,3.45E+11,5.04E+11,6.68E+11,9.91E+11,1.19E+12,1.20E+12,2.20E+12,5.62E+12,5.91E+12,3.86E+12,6.56E+12,7.72E+12,6.51E+12,6.53E+12,1.39E+13,1.59E+13,1.76E+13,2.22E+13
Gross capital formation (current LCU),"Congo, Rep.",5.19E+11,5.40E+11,4.93E+11,5.30E+11,5.53E+11,9.09E+11,1.19E+12,2.57E+12,2.19E+12,2.48E+12,3.07E+12,2.72E+12,3.96E+12,4.17E+12,4.68E+12,5.64E+12,4.62E+12,3.15E+12,2.42E+12,2.12E+12,1.57E+12
Gross capital formation (current LCU),Costa Rica,9.57E+11,1.06E+12,1.19E+12,1.31E+12,1.54E+12,1.82E+12,2.45E+12,3.23E+12,3.99E+12,3.25E+12,3.93E+12,4.34E+12,4.72E+12,4.99E+12,5.38E+12,5.69E+12,6.06E+12,6.20E+12,6.62E+12,6.08E+12,5.90E+12
Gross capital formation (current LCU),Cote d'Ivoire,1.87E+12,1.75E+12,1.51E+12,1.72E+12,1.82E+12,1.75E+12,1.87E+12,1.89E+12,2.76E+12,2.35E+12,3.75E+12,2.87E+12,3.79E+12,4.84E+12,5.46E+12,6.34E+12,6.65E+12,6.35E+12,7.23E+12,7.66E+12,7.17E+12
Gross capital formation (current LCU),Croatia,4630366408,5279565927,6723883227,8484466744,8752922517,9435846070,11093602354,12179490578,13755860461,10685774633,8906506170,8441746833,7916555118,8181907375,7948300145,8855028753,9360405811,10258665590,11526730689,12042247427,11739188486
Gross capital formation (current LCU),Cuba,3821700000,3632300000,3089100000,3052900000,3362100000,4594700000,6186000000,5968200000,9026500000,6790000000,6480000000,5844000000,6272000000,7247000000,6139000000,8181000000,8735000000,9974000000,12040000000,11889000000,10601000000
Gross capital formation (current LCU),Curacao,,,,,,,,,,,,1981300000,1736600000,1655300000,1412300000,1443800000,1550600000,1677600000,2239400000,,
Gross capital formation (current LCU),Cyprus,2180361000,2043034000,2430170000,2527412000,3058197000,3327348000,3936723000,4269535000,5504407000,4271952000,4663403000,3748002000,3150037000,2325881000,2364385000,2446343000,3301231000,4193075000,4180564000,4587824000,4629108000
Gross capital formation (current LCU),Czechia,7.62E+11,8.28E+11,8.24E+11,8.38E+11,9.25E+11,9.71E+11,1.07E+12,1.25E+12,1.27E+12,1.06E+12,1.09E+12,1.10E+12,1.08E+12,1.04E+12,1.13E+12,1.29E+12,1.25E+12,1.35E+12,1.47E+12,1.60E+12,1.49E+12
Gross capital formation (current LCU),Denmark,2.97E+11,2.99E+11,3.01E+11,3.01E+11,3.27E+11,3.52E+11,4.09E+11,4.40E+11,4.32E+11,3.29E+11,3.27E+11,3.53E+11,3.69E+11,3.80E+11,3.98E+11,4.20E+11,4.59E+11,4.84E+11,5.09E+11,5.05E+11,5.22E+11
Gross capital formation (current LCU),Djibouti,,,,,,,,,,,,,,2.06E+11,11235183600,-17001620100,1.02E+11,1.06E+11,14430490700,12524563900,5899349800
Gross capital formation (current LCU),Dominica,,,,,,,202070000,221180000,261010000,255930000,245060000,224360000,196260000,184240000,212330000,194230000,236590000,236970000,489870000,,
Gross capital formation (current LCU),Dominican Republic,1.10E+11,1.14E+11,1.29E+11,1.22E+11,1.93E+11,2.68E+11,3.40E+11,4.13E+11,4.99E+11,4.09E+11,5.23E+11,5.53E+11,5.80E+11,5.95E+11,6.76E+11,7.51E+11,8.01E+11,8.55E+11,1.09E+12,1.19E+12,1.13E+12
Gross capital formation (current LCU),Ecuador,3897964000,5468473000,6766779000,6353452000,7391152000,8980930000,10511652000,11581228000,16297620000,16029588000,19501456000,22310355000,24439362000,27080615000,28803239000,26679423000,24963472000,27409223000,28770433000,28006467000,21889374000
Gross capital formation (current LCU),"Egypt, Arab Rep.",66500000000,65500000000,68200000000,70500000000,82200000000,96800000000,1.16E+11,1.55E+11,2.01E+11,2.00E+11,2.35E+11,2.35E+11,2.68E+11,2.64E+11,2.91E+11,3.49E+11,4.08E+11,6.27E+11,8.73E+11,1.12E+12,9.84E+11
Gross capital formation (current LCU),El Salvador,2082286000,2175736600,2161102300,2440747000,2489782400,2734520000,3212050000,3538450000,3628420000,2473840000,3075560000,3608470000,3787390000,3742730000,3704700000,3754100000,3862770000,4165770000,4780430000,4931290000,4262960000
Gross capital formation (current LCU),Equatorial Guinea,,,,,,1.71E+12,1.40E+12,1.85E+12,2.44E+12,2.80E+12,3.07E+12,3.23E+12,4.70E+12,3.29E+12,3.09E+12,1.93E+12,1.11E+12,9.94E+11,9.09E+11,7.25E+11,
Gross capital formation (current LCU),Eritrea,1495519700,3000295100,3008085300,3205770000,3098420000,3433399000,2547644700,2568155300,2697864500,2644507500,3026843500,4008780100,,,,,,,,,
Gross capital formation (current LCU),Estonia,1757444000,2066891000,2576785000,3077796000,3388526000,3783800000,5404809000,6561832000,5257131000,2969074000,3182405000,4263844000,5259654000,5149106000,5443238000,5177284000,5481196000,6307163000,7268528000,7234059000,8603900000
Gross capital formation (current LCU),Eswatini,2839385500,3146163600,3232418900,3206606000,3466225800,3506891600,3671571800,3920488000,4271896000,4666430200,4706167500,4513835900,4743823700,5424997100,6045755900,6481517600,7207345200,7530206543,8184121582,8815428711,8043121094
Gross capital formation (current LCU),Ethiopia,0,0,0,0,0,0,0,0,0,0,0,1.65E+11,2.77E+11,2.95E+11,4.03E+11,5.28E+11,5.86E+11,7.05E+11,7.64E+11,9.49E+11,1.03E+12
Gross capital formation (current LCU),Faroe Islands,2658200000,2522400000,2344800000,3107600000,2090900000,2323400000,3440400000,4093200000,3321500000,2158800000,2560000000,2187100000,3691700000,3262800000,3558500000,4150500000,4197400000,4616200000,5982300000,6015700000,6073300000
Gross capital formation (current LCU),Fiji,729738810.1,767605644.1,933443751.6,1203435708,1329500272,1013527920,1038554228,924080815.9,1315193586,1051746219,1132756574,1421284332,1227965972,2132122266,1914697755,2201913899,2180730288,2370521100,2452284742,2293336467,1568564197
Gross capital formation (current LCU),Finland,32561000000,33521000000,32745000000,33729000000,36308000000,40520000000,41489000000,47800000000,49046000000,39026000000,41547000000,47607000000,47024000000,45634000000,45354000000,45898000000,50627000000,54328000000,58991000000,57789000000,58375000000
Gross capital formation (current LCU),France,3.33E+11,3.41E+11,3.38E+11,3.45E+11,3.73E+11,3.96E+11,4.29E+11,4.69E+11,4.81E+11,4.13E+11,4.38E+11,4.78E+11,4.73E+11,4.72E+11,4.88E+11,4.99E+11,5.05E+11,5.38E+11,5.64E+11,5.94E+11,5.58E+11
Gross capital formation (current LCU),French Polynesia,,,,,,1.36E+11,1.23E+11,1.29E+11,1.39E+11,1.18E+11,1.16E+11,96769000000,96442000000,1.05E+11,1.05E+11,1.14E+11,1.09E+11,1.21E+11,1.70E+11,1.64E+11,1.35E+11
Gross capital formation (current LCU),Gabon,7.90E+11,8.37E+11,9.29E+11,8.55E+11,8.81E+11,1.08E+12,1.30E+12,1.48E+12,1.74E+12,1.59E+12,2.11E+12,2.29E+12,2.36E+12,2.54E+12,3.16E+12,2.49E+12,2.24E+12,1.85E+12,1.80E+12,2.17E+12,1.75E+12
Gross capital formation (current LCU),"Gambia, The",456779400,1204814600,838258800,1394949500,4136000000,4062000000,4642000000,4000000000,3647000000,4981000000,5999000000,5356000000,9476000000,7277853400,8545302000,11922137100,16046928200,16105454700,16795530700,20010288400,25674000000
Gross capital formation (current LCU),Georgia,1606335500,2024073800,2125048200,2491800000,3044300000,3873200000,4100400000,5685200000,5281800000,2515500000,4478700000,5657100000,7045300000,6002000000,7907400000,8923000000,10805300000,11123900000,12542700000,12460393400,11753401600
Gross capital formation (current LCU),Germany,5.16E+11,4.99E+11,4.57E+11,4.52E+11,4.49E+11,4.46E+11,4.91E+11,5.34E+11,5.46E+11,4.54E+11,5.15E+11,5.83E+11,5.41E+11,5.64E+11,5.96E+11,5.97E+11,6.26E+11,6.85E+11,7.38E+11,7.60E+11,7.48E+11
Gross capital formation (current LCU),Ghana,651622000,1012658600,962581400,1517454400,2267019700,2820771400,4293674700,3562206500,4977043500,6013640600,6031604300,7662466500,12779301900,30835344600,43106612400,50854296300,55899243600,51417788500,66992271500,66485791900,71425974000
Gross capital formation (current LCU),Gibraltar,,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Greece,36478079000,39100629000,40456056000,48975012000,49023992000,44031113000,56974943000,63132598000,59314972000,43558774000,40311530000,28525418000,22790160000,21485296000,21077405000,21300039000,22399639000,21268501000,23611934000,22802488000,23814268000
Gross capital formation (current LCU),Greenland,,,,1987600000,1781600000,2679900000,2770100000,3735200000,5134300000,4368900000,7370300000,9225000000,5694700000,4538200000,3604600000,4040300000,4464200000,4446500000,4195200000,6250900000,6409600000
Gross capital formation (current LCU),Grenada,,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Guam,,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Guatemala,26707248300,28894624800,33401530000,35331993100,39700190100,40997138300,47861392700,54527791000,48529123700,40198744500,46424923000,56502091300,59029138400,65966039100,67417276900,70585402200,69587319400,71584508600,76035994000,85115220600,81056753900
Gross capital formation (current LCU),Guinea,1.07E+12,9.09E+11,8.47E+11,1.48E+12,1.69E+12,2.09E+12,5.34E+12,6.18E+12,8.40E+12,6.87E+12,7.98E+12,1.09E+13,1.39E+13,1.36E+13,1.40E+13,1.59E+13,4.06E+13,2.09E+13,2.09E+13,2.44E+13,4.25E+13
Gross capital formation (current LCU),Guinea-Bissau,30943854300,29401356000,21492839800,25148168500,24759660000,34128295000,30918000000,41762274400,49507148300,42171844000,45353537000,51491866700,33835415100,37325766000,59465919700,50108244000,54658777100,70566732800,1.44E+11,1.71E+11,1.38E+11
Gross capital formation (current LCU),Guyana,30911631400,28775659500,28880912400,30184456200,36785299500,53310000000,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Haiti,11126371931,12143389050,15958537138,34223106422,27556801967,26901872821,45443032729,31838888128,50371991285,59478908134,1.19E+11,1.10E+11,99801320590,1.15E+11,1.12E+11,1.01E+11,1.15E+11,1.67E+11,1.72E+11,2.34E+11,3.30E+11
Gross capital formation (current LCU),Honduras,30170800000,30789200000,31333700000,36105600000,47912100000,50756500000,58466000000,78631100000,94643200000,56778700000,65483300000,87107200000,88762400000,81936300000,91981600000,1.16E+11,1.16E+11,1.35E+11,1.53E+11,1.40E+11,1.10E+11
Gross capital formation (current LCU),"Hong Kong SAR, China",3.69E+11,3.37E+11,3.01E+11,2.81E+11,2.94E+11,2.97E+11,3.35E+11,3.53E+11,3.59E+11,3.62E+11,4.24E+11,4.67E+11,5.14E+11,5.14E+11,5.38E+11,5.17E+11,5.36E+11,5.87E+11,6.24E+11,5.18E+11,5.08E+11
Gross capital formation (current LCU),Hungary,3.74E+12,4.04E+12,4.46E+12,4.71E+12,5.78E+12,5.87E+12,6.39E+12,6.39E+12,6.83E+12,5.58E+12,5.82E+12,5.93E+12,5.85E+12,6.56E+12,7.89E+12,8.22E+12,7.80E+12,9.07E+12,1.16E+13,1.35E+13,1.32E+13
Gross capital formation (current LCU),Iceland,1.77E+11,1.84E+11,1.69E+11,1.87E+11,2.41E+11,3.06E+11,4.42E+11,4.10E+11,4.14E+11,2.49E+11,2.34E+11,2.75E+11,2.96E+11,3.05E+11,3.59E+11,4.48E+11,5.30E+11,5.74E+11,6.29E+11,6.26E+11,6.25E+11
Gross capital formation (current LCU),India,5.49E+12,6.92E+12,7.54E+12,8.61E+12,1.12E+13,1.36E+13,1.66E+13,2.06E+13,2.12E+13,2.50E+13,3.04E+13,3.46E+13,3.81E+13,3.82E+13,4.27E+13,4.42E+13,4.64E+13,5.29E+13,6.11E+13,6.05E+13,5.70E+13
Gross capital formation (current LCU),Indonesia,3.09E+14,3.71E+14,3.90E+14,5.15E+14,5.52E+14,6.96E+14,8.48E+14,9.85E+14,1.38E+15,1.74E+15,2.26E+15,2.58E+15,3.02E+15,3.23E+15,3.66E+15,3.93E+15,4.20E+15,4.58E+15,5.13E+15,5.35E+15,4.99E+15
Gross capital formation (current LCU),"Iran, Islamic Rep.",2.20E+14,2.60E+14,4.00E+14,5.30E+14,7.53E+14,7.86E+14,9.44E+14,1.29E+15,1.62E+15,1.68E+15,2.03E+15,2.48E+15,2.87E+15,3.72E+15,4.53E+15,3.87E+15,4.19E+15,5.32E+15,7.18E+15,1.02E+16,1.72E+16
Gross capital formation (current LCU),Iraq,1.46E+13,1.79E+13,7.48E+12,8.86E+12,9.01E+12,1.63E+13,1.81E+13,1.04E+13,2.38E+13,1.48E+13,2.57E+13,3.64E+13,3.42E+13,5.55E+13,4.85E+13,3.96E+13,3.52E+13,3.96E+13,4.73E+13,6.28E+13,4.82E+13
Gross capital formation (current LCU),Ireland,26589972000,29614245000,32751825000,37477630000,42531245000,51619554000,58975717000,57639065000,46197269000,34418721000,28920669000,29610659000,35062772000,33539220000,43755895000,68272571000,1.01E+11,1.03E+11,93896358000,1.95E+11,1.62E+11
Gross capital formation (current LCU),Isle of Man,,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),Israel,1.42E+11,1.44E+11,1.42E+11,1.36E+11,1.42E+11,1.55E+11,1.66E+11,1.83E+11,1.82E+11,1.74E+11,1.90E+11,2.23E+11,2.41E+11,2.38E+11,2.55E+11,2.57E+11,2.82E+11,2.95E+11,3.22E+11,3.38E+11,3.42E+11
Gross capital formation (current LCU),Italy,2.59E+11,2.72E+11,2.91E+11,2.95E+11,3.09E+11,3.16E+11,3.41E+11,3.59E+11,3.57E+11,3.08E+11,3.32E+11,3.37E+11,2.89E+11,2.72E+11,2.76E+11,2.83E+11,2.98E+11,3.14E+11,3.28E+11,3.28E+11,2.94E+11
Gross capital formation (current LCU),Jamaica,90824000000,1.09E+11,1.29E+11,1.43E+11,1.65E+11,1.89E+11,2.23E+11,2.35E+11,2.43E+11,2.24E+11,2.33E+11,2.66E+11,2.62E+11,3.04E+11,3.47E+11,3.54E+11,3.75E+11,4.27E+11,4.73E+11,5.12E+11,
Gross capital formation (current LCU),Japan,1.52E+14,1.48E+14,1.36E+14,1.34E+14,1.36E+14,1.39E+14,1.40E+14,1.39E+14,1.37E+14,1.12E+14,1.14E+14,1.17E+14,1.20E+14,1.24E+14,1.30E+14,1.35E+14,1.35E+14,1.39E+14,1.43E+14,1.44E+14,1.36E+14
Gross capital formation (current LCU),Jordan,1341400000,1340000000,1365300000,1506500000,2215600000,3047900000,3025400000,3671900000,5797000000,5669000000,6750000000,6655000000,6970000000,6507000000,6752000000,6804000000,6629000000,7302000000,7502000000,6766000000,
Gross capital formation (current LCU),Kazakhstan,4.72E+11,8.74E+11,1.03E+12,1.19E+12,1.54E+12,2.35E+12,3.46E+12,4.57E+12,4.42E+12,5.00E+12,5.54E+12,6.50E+12,7.83E+12,8.84E+12,1.02E+13,1.14E+13,1.31E+13,1.43E+13,1.56E+13,1.92E+13,2.04E+13
Gross capital formation (current LCU),Kenya,1.69E+11,1.92E+11,1.57E+11,1.87E+11,2.16E+11,2.50E+11,3.47E+11,4.40E+11,4.87E+11,6.23E+11,7.65E+11,9.11E+11,1.06E+12,1.19E+12,1.50E+12,1.52E+12,1.47E+12,1.75E+12,1.81E+12,1.98E+12,2.11E+12
Gross capital formation (current LCU),Kiribati,,,,,,,20159300,21336700,20761200,27690500,24395700,32051700,50544500,60940600,59671200,94860600,81610900,73394700,60742300,47572500,46851900
Gross capital formation (current LCU),"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,
Gross capital formation (current LCU),"Korea, Rep.",2.14E+14,2.23E+14,2.44E+14,2.70E+14,2.96E+14,3.11E+14,3.32E+14,3.61E+14,3.89E+14,3.54E+14,4.31E+14,4.63E+14,4.51E+14,4.49E+14,4.66E+14,4.90E+14,5.25E+14,5.93E+14,5.98E+14,6.06E+14,6.19E+14
Gross capital formation (current LCU),Kosovo,,,,,,,,,1318947000,1177712000,1335406000,1642738000,1530413000,1521291000,1482826000,1726867000,2023814000,2205223000,2421398000,2438486000,2262130000
Gross capital formation (current LCU),Kuwait,1234000000,1530600000,1985100000,2373000000,3185500000,3875600000,4761600000,6664900000,6984900000,5478900000,5841300000,5759500000,6253500000,7088500000,7539900000,8765900000,9903100000,10152416800,10561161300,10344906300,
Gross capital formation (current LCU),Kyrgyz Republic,13078100000,13298500000,13269600000,9922000000,13669900000,16565840000,27534800000,37805800000,54421700000,54874200000,60384700000,72849900000,1.09E+11,1.20E+11,1.47E+11,1.49E+11,1.62E+11,1.75E+11,2.05E+11,,
Gross capital formation (current LCU),Lao PDR,1.83E+12,2.13E+12,5.13E+12,5.91E+12,7.95E+12,9.93E+12,1.05E+13,1.31E+13,1.51E+13,1.69E+13,1.62E+13,1.97E+13,2.65E+13,2.88E+13,3.18E+13,3.70E+13,3.75E+13,,,,
Gross capital formation (current LCU),Latvia,1681846000,2080782000,2340944000,2851111000,3670850000,4789658000,6849572000,9435647000,8651312000,4262958000,3679805000,5091957000,6033899000,5539339000,5637754000,5849418000,5369791000,5940049000,6765302000,6977845000,6444134000
Gross capital formation (current LCU),Lebanon,5.31E+12,6.07E+12,5.41E+12,5.80E+12,7.36E+12,7.44E+12,6.82E+12,9.09E+12,1.23E+13,1.44E+13,1.45E+13,1.62E+13,1.64E+13,1.95E+13,1.81E+13,1.67E+13,1.78E+13,1.74E+13,1.86E+13,9.88E+12,9.47E+12
