Series Name,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GDP (current US$),Tajikistan,860541842.3,1080772703,1221106073,1555318431,2076176636,2312352268,2830213563,3719524181,5161299725,4979471964,5642221529,6522755783,7633036366,8448410727,9112606074,8271431932,6992416097,7536403147,7765000282,8300813890,8133963813
GDP (current US$),Tanzania,13376365875,13568654924,14134511339,15216719215,16678796642,18395383647,18619859795,21860434823,27947821398,29400573554,32012892919,34657140096,39650394363,45648857242,49986726461,47413919817,49774409374,53274884533,57003712892,61026731926,66068737786
GDP (current US$),Thailand,1.26E+11,1.20E+11,1.34E+11,1.52E+11,1.73E+11,1.89E+11,2.22E+11,2.63E+11,2.91E+11,2.82E+11,3.41E+11,3.71E+11,3.98E+11,4.20E+11,4.07E+11,4.01E+11,4.13E+11,4.56E+11,5.07E+11,5.44E+11,5.00E+11
GDP (current US$),Timor-Leste,366924300,477443500,469455500,490439100,440772000,462268000,453792400,542795400,648523600,726937800,881909300,1042534600,1160555000,1395727400,1447535200,1595205100,1652603700,1598208400,1566157200,2027034000,2162619200
GDP (current US$),Togo,1491891156,1482437766,1706698033,2115836258,2259992505,2281483016,2351584496,3759962853,4578847113,4721888275,4746386893,5422439152,5413541649,6021729630,6393314708,5755457836,6071167584,6387424240,7029215766,6992654019,7486031562
GDP (current US$),Tonga,204848487.8,181117230.4,182764280.8,202246591.2,230657627.2,261803684.2,292230662.4,298519024.1,344436582.1,312377678.8,366832215.2,414533117.7,470705196.4,450650633,439877614.4,437003078.6,420548712.4,460374354.8,488906838.6,512053692.1,484796854.9
GDP (current US$),Trinidad and Tobago,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,27334581560,28709988700,29699968761,27026080987,23713671528,24040299978,24569079488,23775754305,20807571314
GDP (current US$),Tunisia,21473528161,22065832449,23141616605,27453902261,31183885241,32272186695,34376664601,38915353867,44859439902,43455740497,46206091938,48123325825,47311401813,48685446414,50271812921,45779494042,44360072680,42163530591,42686580021,41905540184,42538289933
GDP (current US$),Turkiye,2.74E+11,2.02E+11,2.40E+11,3.15E+11,4.09E+11,5.06E+11,5.57E+11,6.81E+11,7.70E+11,6.49E+11,7.77E+11,8.39E+11,8.81E+11,9.58E+11,9.39E+11,8.64E+11,8.70E+11,8.59E+11,7.79E+11,7.61E+11,7.20E+11
GDP (current US$),Turkmenistan,2904663311,3534772732,4462029109,5977440583,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45232857143,45818000000
GDP (current US$),Turks and Caicos Islands,,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
GDP (current US$),Tuvalu,15073975.53,13964732.33,16842672.6,19456338.03,22798274.98,22909979.82,24096875.46,28450168.69,31874434.86,28076983.97,32105408.48,39196957.49,39345579.47,38615890.63,38760982.65,36811936.08,41629064.22,45276595.35,48015259.88,54123198.57,51746594.31
GDP (current US$),Uganda,6193246837,5840503869,6178563591,6606884275,7939487548,9239221763,9977647683,11902564495,14440404132,25127805567,26673441431,27871725241,27305915911,28915786517,32612397257,32387183730,29203988696,30744473841,32927025620,35348155095,37605430214
GDP (current US$),Ukraine,32375083935,39309580983,43956163612,52010355753,67220154164,89238865119,1.12E+11,1.49E+11,1.88E+11,1.22E+11,1.41E+11,1.69E+11,1.83E+11,1.90E+11,1.34E+11,91030967789,93355869404,1.12E+11,1.31E+11,1.54E+11,1.57E+11
GDP (current US$),United Arab Emirates,1.04E+11,1.03E+11,1.10E+11,1.24E+11,1.48E+11,1.81E+11,2.22E+11,2.58E+11,3.15E+11,2.54E+11,3.00E+11,3.61E+11,3.85E+11,4.00E+11,4.14E+11,3.70E+11,3.69E+11,3.91E+11,4.27E+11,4.18E+11,3.49E+11
GDP (current US$),United Kingdom,1.67E+12,1.65E+12,1.79E+12,2.05E+12,2.42E+12,2.54E+12,2.71E+12,3.09E+12,2.93E+12,2.41E+12,2.49E+12,2.66E+12,2.71E+12,2.78E+12,3.06E+12,2.93E+12,2.69E+12,2.68E+12,2.87E+12,2.85E+12,2.70E+12
GDP (current US$),United States,1.03E+13,1.06E+13,1.09E+13,1.15E+13,1.22E+13,1.30E+13,1.38E+13,1.45E+13,1.48E+13,1.45E+13,1.50E+13,1.56E+13,1.63E+13,1.68E+13,1.76E+13,1.82E+13,1.87E+13,1.95E+13,2.05E+13,2.14E+13,2.11E+13
GDP (current US$),Uruguay,22823270892,20898761742,13606515723,12045638352,13686329890,17362857684,19741420740,23797773024,31119602539,32708319078,41950361212,50342406067,54232266359,61337621934,61496186974,57680327999,57480788380,65006047680,65203071818,62048585619,53666908054
GDP (current US$),Uzbekistan,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180037911,80845385816,86196264742,86138288633,62081322740,52870108217,60283503705,60224701297
GDP (current US$),Vanuatu,272014627.8,257926881.7,262596535.5,314471413,364996869.1,394962433,439358586.5,516392922.5,590748429.4,592622319.1,670712979.7,770153588.2,747839697.7,758304466.2,772315983.8,730870803,780889605.9,880061833.7,914736985.4,936526267.6,909421043.5
GDP (current US$),"Venezuela, RB",1.17E+11,1.23E+11,92893587734,83620628582,1.12E+11,1.46E+11,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,,,,,,
GDP (current US$),Viet Nam,31172518403,32685198809,35064105501,39552513232,45427854693,57633255738,66371664817,77414425532,99130304099,1.06E+11,1.47E+11,1.73E+11,1.96E+11,2.14E+11,2.33E+11,2.39E+11,2.57E+11,2.81E+11,3.10E+11,3.34E+11,3.47E+11
GDP (current US$),Virgin Islands (U.S.),,,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3923000000,4121000000,4189000000
GDP (current US$),West Bank and Gaza,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000
GDP (current US$),"Yemen, Rep.",9679316770,9852990693,10693430511,11777532683,13867634396,16731566688,19063143370,21650528638,26910855852,25130278254,30906749533,32726417878,35401331609,40415233436,43228585321,42444489461,31317824906,26842228805,21606160777,,
GDP (current US$),Zambia,3600632111,4094441301,4193850445,4901869764,6221110219,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311507274,23308667781,18110638269
GDP (current US$),Zimbabwe,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,34156069918,21832234921,21509698407
Research and development expenditure (% of GDP),Afghanistan,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Albania,,,,,,,,0.087569997,0.154119998,,,,,,,,,,,,
Research and development expenditure (% of GDP),Algeria,,0.230279997,0.366400003,0.196229994,0.163570002,0.066040002,,,,,,,,,,,,0.534319997,,,
Research and development expenditure (% of GDP),American Samoa,,,,0.187869996,0.325280011,0.366919994,0.395520002,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Andorra,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Angola,,,,,,,,,,,,,,,,,0.03229,,,,
Research and development expenditure (% of GDP),Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Argentina,0.438840002,0.424609989,0.388859987,0.410129994,0.403759986,0.420740008,0.452160001,0.460070014,0.470550001,0.583980024,0.561039984,0.565970004,0.634909987,0.618489981,0.593959987,0.622619987,0.558149993,0.556309998,0.494349986,0.478130013,0.541540027
Research and development expenditure (% of GDP),Armenia,0.191060007,0.279870003,0.252550006,0.321090013,0.256590009,0.257609993,0.240569994,0.211070001,0.224380001,0.290930003,0.241390005,0.270139992,0.238529995,0.222159997,0.241510004,0.250019997,0.233050004,0.227880001,0.188759997,0.178540006,0.209199995
Research and development expenditure (% of GDP),Aruba,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Australia,1.573199987,,1.747490048,,1.849020004,,2.180109978,,2.399950027,,2.37074995,2.234839916,,2.17843008,,1.920709968,,1.879770041,,1.828920007,
Research and development expenditure (% of GDP),Austria,1.886019945,1.9921,2.065979958,2.17456007,2.166120052,2.373239994,2.359230042,2.41843009,2.569449902,2.596740007,2.726099968,2.668679953,2.914720058,2.954920053,3.084290028,3.049690008,3.116549969,3.05656004,3.091820002,3.132469893,3.201489925
Research and development expenditure (% of GDP),Azerbaijan,0.335999995,0.340009987,0.301550001,0.324959993,0.298310012,0.219940007,0.171650007,0.170059994,0.165539995,0.249760002,0.218480006,0.210840002,0.214269996,0.209690005,0.209779993,0.222320005,0.206369996,0.18468,0.184159994,0.200130001,0.223900005
Research and development expenditure (% of GDP),"Bahamas, The",,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Bahrain,,,,,,,,,,,,,,,0.101159997,,,,,,
Research and development expenditure (% of GDP),Bangladesh,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Barbados,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Belarus,0.722100019,0.708760023,0.620899975,0.611469984,0.627590001,0.678520024,0.660650015,0.962029994,0.741469979,0.621670008,0.669130027,0.677600026,0.646030009,0.651910007,0.505479991,0.499989986,0.500630021,0.584110022,0.60443002,0.577329993,0.539009988
Research and development expenditure (% of GDP),Belgium,1.936190009,2.032789946,1.903249979,1.841189981,1.820500016,1.790609956,1.82269001,1.84999001,1.936840057,1.998600006,2.061880112,2.173320055,2.281140089,2.330729961,2.370019913,2.428169966,2.523380041,2.66666007,2.860179901,3.156599998,3.396970034
Research and development expenditure (% of GDP),Belize,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Benin,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Bermuda,,,,,,,,0.160260007,0.168479994,0.182349995,0.180500001,0.261949986,0.233549997,0.1963,0.190830007,0.195069999,,,0.228510007,0.264510006,0.225459993
Research and development expenditure (% of GDP),Bhutan,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Bolivia,0.287440002,0.293579996,0.276630014,,,,,,,0.157000005,,,,,,,,,,,
Research and development expenditure (% of GDP),Bosnia and Herzegovina,,,,0.01826,0.015900001,0.026969999,0.01969,0.025210001,0.01842,0.021059999,,,0.265329987,0.321319997,0.257250011,0.216030002,0.213369995,0.197799996,0.191990003,0.190009996,0.203250006
Research and development expenditure (% of GDP),Botswana,,,,,,0.532859981,,,,,,,0.267589986,0.56099999,,,,,,,
Research and development expenditure (% of GDP),Brazil,1.047510028,1.061980009,1.009680033,0.999390006,0.963429987,1.002460003,0.988070011,1.08138001,1.129040003,1.118659973,1.159919977,1.139660001,1.126839995,1.195670009,1.269709945,1.370929956,1.286370039,1.117499948,1.167690039,1.210960031,1.145259976
Research and development expenditure (% of GDP),British Virgin Islands,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Brunei Darussalam,,,0.01592,0.01842,0.037009999,,,,,,,,,,,,,,0.277630001,,
Research and development expenditure (% of GDP),Bulgaria,0.495169997,0.44709,0.464729995,0.472220004,0.470860004,0.442690015,0.44216001,0.430029988,0.447310001,0.49338001,0.563069999,0.529510021,0.600359976,0.634329975,0.79005003,0.949169993,0.769760013,0.739950001,0.753790021,0.832360029,0.849240005
Research and development expenditure (% of GDP),Burkina Faso,,0.168160006,0.301109999,0.241119996,0.21514,0.151659995,,0.098360002,0.165680006,0.177870005,,,,,0.197190002,,,0.613610029,,0.172780007,0.248239994
Research and development expenditure (% of GDP),Burundi,,,,,,,,0.200680003,0.154170007,0.140959993,0.137189999,,0.107019998,,,,,,0.213119999,,
Research and development expenditure (% of GDP),Cabo Verde,,,,,,,,,,,,0.06622,,,,,,,,,
Research and development expenditure (% of GDP),Cambodia,,,0.049800001,,,,,,,,,,,,,0.11823,,,,,
Research and development expenditure (% of GDP),Cameroon,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Canada,1.858479977,2.021169901,1.971709967,1.967810035,1.997339964,1.971269965,1.943040013,1.90357995,1.855780005,1.91742003,1.825279951,1.787140012,1.772320032,1.70539999,1.714169979,1.693240047,1.729030013,1.687019944,1.737200022,1.755730033,1.894840002
Research and development expenditure (% of GDP),Cayman Islands,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Central African Republic,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Chad,,,,,,,,,,,,,,,,,0.300500005,,,,
Research and development expenditure (% of GDP),Channel Islands,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Chile,,,,,,,,0.311430007,0.374920011,0.354030013,0.331649989,0.352880001,0.362129986,0.390300006,0.376679987,0.382959992,0.371030003,0.356790006,0.369159997,0.342049986,0.334960014
Research and development expenditure (% of GDP),China,0.893159986,0.940330029,1.057860017,1.12037003,1.214980006,1.307919979,1.368540049,1.373690009,1.445919991,1.664800048,1.713719964,1.780339956,1.912140012,1.997859955,2.022429943,2.057009935,2.100330114,2.116029978,2.140579939,2.244630098,2.40666008
Research and development expenditure (% of GDP),Colombia,0.131060004,0.1329,0.155589998,0.173979998,0.169640005,0.165570006,0.164269999,0.183070004,0.195409998,0.193509996,0.193580002,0.198420003,0.221159995,0.257609993,0.303169996,0.365420014,0.270509988,0.26109001,0.312330008,0.32201001,0.289609998
Research and development expenditure (% of GDP),Comoros,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),"Congo, Dem. Rep.",,,,,0.267769992,0.05799,0.06044,0.136089996,0.082529999,0.078220002,,,,,,0.406379998,,,,,
Research and development expenditure (% of GDP),"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Costa Rica,0.411350012,,,0.361900002,0.372880012,,0.42693001,0.356550008,0.385930002,0.517180026,0.479900002,0.462350011,0.547129989,0.54253,0.556270003,0.436650008,0.443349987,0.425870001,0.371439993,,0.33002001
Research and development expenditure (% of GDP),Cote d'Ivoire,,,,,,,,,,,,,,,,,0.069750004,,,,
Research and development expenditure (% of GDP),Croatia,1.042500019,0.917620003,0.940869987,0.940689981,1.020020008,0.847760022,0.733129978,0.784929991,0.878009975,0.835070014,0.732339978,0.738470018,0.739560008,0.798169971,0.772589982,0.828159988,0.849950016,0.847270012,0.951250017,1.079630017,1.242609978
Research and development expenditure (% of GDP),Cuba,0.478650004,0.565299988,0.564450026,0.582430005,0.602310002,0.549199998,0.441390008,0.436150014,0.500609994,0.614849985,0.607670009,0.271919996,0.407160014,0.474669993,0.415960014,0.428539991,0.342229992,0.430660009,0.536909997,0.553080022,0.518379986
Research and development expenditure (% of GDP),Curacao,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Cyprus,0.226899996,0.236939996,0.27967,0.318340003,0.335640013,0.367269993,0.383459985,0.400070012,0.385939986,0.444370002,0.442919999,0.452630013,0.437649995,0.484849989,0.512049973,0.47529,0.519699991,0.542590022,0.614049971,0.709500015,0.843869984
Research and development expenditure (% of GDP),Czechia,1.109969974,1.098709941,1.09818995,1.142099977,1.139350057,1.161000013,1.225419998,1.295719981,1.233579993,1.286560059,1.326699972,1.544770002,1.76967001,1.879240036,1.958330035,1.916890025,1.670029998,1.768550038,1.899060011,1.927340031,1.985990047
Research and development expenditure (% of GDP),Denmark,2.186199903,2.324660063,2.441450119,2.510849953,2.419159889,2.393369913,2.403000116,2.515409946,2.773459911,3.055140018,2.917069912,2.944649935,2.981250048,2.970479965,2.914089918,3.054970026,3.092829943,2.931240082,2.966029882,2.896850109,2.968729973
Research and development expenditure (% of GDP),Djibouti,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Dominica,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Dominican Republic,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Ecuador,,0.0515,0.055339999,0.057349999,,,0.128629997,0.131940007,0.227789998,0.394630015,0.402969986,0.339910001,0.332359999,0.379900008,0.442660004,,,,,,
Research and development expenditure (% of GDP),"Egypt, Arab Rep.",0.192469999,,,,0.269939989,0.241410002,0.259030014,0.255100012,0.270240009,0.433120012,0.433450013,0.531539977,0.50898999,0.63894999,0.636489987,0.718580008,0.70848,0.644860029,0.688390017,0.796169996,0.915639997
Research and development expenditure (% of GDP),El Salvador,,,,,,,,0.105599999,0.133990005,0.090899996,0.078060001,0.035500001,0.033969998,0.063869998,0.093769997,0.143480003,0.144930005,0.180779994,0.165309995,0.174769998,0.162860006
Research and development expenditure (% of GDP),Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Eritrea,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Estonia,0.600000024,0.698390007,0.712029994,0.764649987,0.845839977,0.917050004,1.112769961,1.05874002,1.25188005,1.396790028,1.578989983,2.305219889,2.12480998,1.724120021,1.430230021,1.46776998,1.243059993,1.276849985,1.409989953,1.631459951,1.750920057
Research and development expenditure (% of GDP),Eswatini,,,,,,,,,,,,,,,,0.267540008,,,,,
Research and development expenditure (% of GDP),Ethiopia,,,,,,0.179169998,,0.170890003,,,0.241370007,,,0.604740024,,,,0.274370015,,,
Research and development expenditure (% of GDP),Faroe Islands,,,,0.852530003,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Fiji,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Finland,3.241379976,3.193720102,3.253079891,3.298219919,3.30907011,3.323699951,3.332149982,3.337039948,3.5369699,3.734019995,3.705319881,3.618060112,3.39831996,3.271369934,3.147510052,2.871959925,2.724420071,2.727869987,2.75748992,2.7996099,2.912430048
Research and development expenditure (% of GDP),France,2.093460083,2.138040066,2.174489975,2.119940042,2.094609976,2.051510096,2.050940037,2.024509907,2.061170101,2.212069988,2.178570032,2.191610098,2.227070093,2.237030029,2.275919914,2.227020025,2.222379923,2.198879957,2.196660042,2.191790104,2.281889915
Research and development expenditure (% of GDP),French Polynesia,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Gabon,,,,,,,,0.41633001,0.510900021,0.579240024,,,,,,,,,,,
Research and development expenditure (% of GDP),"Gambia, The",,,,,,,,,0.01261,0.01086,,0.084799998,,,,,,,0.069329999,,
Research and development expenditure (% of GDP),Georgia,0.215299994,0.238480002,0.185739994,0.217600003,0.244200006,0.176579997,,,,,,,,0.078560002,0.173179999,0.299279988,0.285860002,0.270229995,0.280519992,0.284680009,0.300799996
Research and development expenditure (% of GDP),Germany,2.40982008,2.40437007,2.436219931,2.47461009,2.435189962,2.441930056,2.47232008,2.460479975,2.615129948,2.742660046,2.730240107,2.805550098,2.881659985,2.835989952,2.877840042,2.933789968,2.94039011,3.047100067,3.110110044,3.167789936,3.129790068
Research and development expenditure (% of GDP),Ghana,,,,,,,,0.231570005,,,0.376549989,,,,,,,,,,
Research and development expenditure (% of GDP),Gibraltar,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Greece,,0.559480011,,0.546540022,0.5273,0.578960001,0.561179996,0.576550007,0.661830008,0.625569999,0.603470027,0.684260011,0.710049987,0.814779997,0.839980006,0.966050029,1.005290031,1.152279973,1.21370995,1.274960041,1.50793004
Research and development expenditure (% of GDP),Greenland,,0.527409971,0.556280017,0.508040011,0.646080017,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Grenada,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Guam,,,,0.265700012,0.255180001,0.256099999,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Guatemala,,,,,,0.035560001,0.050099999,0.067819998,0.062899999,0.056200001,0.044210002,0.048939999,0.045430001,0.039159998,0.02949,0.03064,0.02311,0.029549999,0.029379999,0.026419999,0.04888
Research and development expenditure (% of GDP),Guinea,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Guyana,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Haiti,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Honduras,0.044530001,0.038339999,0.041809998,0.042149998,0.041549999,,,,,,,,,,,0.01497,,0.03994,0.063940004,0.05948,
Research and development expenditure (% of GDP),"Hong Kong SAR, China",0.464929998,0.536450028,0.581470013,0.680270016,0.721759975,0.77342999,0.794679999,0.751609981,0.719959974,0.773419976,0.749459982,0.720860004,0.727330029,0.730170012,0.740140021,0.761829972,0.791499972,0.835189998,0.863300025,0.925570011,0.992359996
Research and development expenditure (% of GDP),Hungary,0.790960014,0.913100004,0.983550012,0.918829978,0.859899998,0.919510007,0.977400005,0.954450011,0.977569997,1.128020048,1.12864995,1.179250002,1.254230022,1.38409996,1.344599962,1.339589953,1.179870009,1.317020059,1.507750034,1.472910047,1.59315002
Research and development expenditure (% of GDP),Iceland,2.57201004,2.839890003,2.821199894,2.705499887,,2.679689884,2.852659941,2.532939911,2.464139938,2.59713006,,2.403670073,,1.692379951,1.936159968,2.181319952,2.110110044,2.084130049,2.000809908,2.341650009,2.490689993
Research and development expenditure (% of GDP),India,0.756990016,0.735909998,0.72566998,0.719290018,0.756900012,0.824109972,0.804729998,0.805069983,0.858759999,0.833140016,0.788489997,0.755020022,0.743990004,0.706420004,0.701590002,0.693099976,0.669839978,0.66602999,0.66000998,0.659420013,0.64635998
Research and development expenditure (% of GDP),Indonesia,0.06769,0.047559999,,,,,,,,0.083319999,,,,0.084700003,,,0.245350003,0.238049999,0.226319999,0.271290004,0.280680001
Research and development expenditure (% of GDP),"Iran, Islamic Rep.",,0.50217998,0.495579988,0.59483999,0.504530013,0.622839987,0.559210002,,0.64647001,0.272579998,0.264420003,,0.294349998,0.23601,,0.393830001,,0.759829998,,0.788290024,
Research and development expenditure (% of GDP),Iraq,,,,,,,,0.045540001,0.03435,0.045620002,0.036839999,0.034759998,,,0.038350001,0.040169999,0.03737,0.045960002,0.042789999,0.03266,0.04053
Research and development expenditure (% of GDP),Ireland,1.083829999,1.051939964,1.055750012,1.124349952,1.177780032,1.191969991,1.198869944,1.234079957,1.391260028,1.613710046,1.594769955,1.552620053,1.556750059,1.567579985,1.52098,1.182119966,1.175070047,1.251870036,1.167199969,1.225270033,1.232519984
Research and development expenditure (% of GDP),Isle of Man,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Israel,3.826519966,4.064400196,4.000639915,3.764539957,3.749030113,3.922820091,4.019979954,4.299980164,4.255119801,4.045159817,3.863290071,3.93520999,4.080520153,4.025990009,4.110610008,4.214630127,4.471739769,4.624149799,4.776130199,5.215640068,5.705550194
Research and development expenditure (% of GDP),Italy,1.003640056,1.040699959,1.081240058,1.058940053,1.050250053,1.044350028,1.084010005,1.128990054,1.159719944,1.217869997,1.217970014,1.201550007,1.262189984,1.301069975,1.338400006,1.338500023,1.366420031,1.370129943,1.424430013,1.461590052,1.506800056
Research and development expenditure (% of GDP),Jamaica,,0.0491,0.060959999,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Japan,2.858409882,2.923480034,2.965140104,2.993200064,2.981250048,3.130919933,3.227659941,3.292570114,3.292239904,3.195899963,3.104949951,3.205369949,3.173710108,3.27895999,3.367880106,3.24071002,3.106659889,3.166359901,3.219199896,3.218240023,3.268970013
Research and development expenditure (% of GDP),Jordan,,,0.336890012,,,,,,0.421539992,,,,,,,,0.695469975,,,,
Research and development expenditure (% of GDP),Kazakhstan,0.181040004,0.220090002,0.255089998,0.252460003,0.248370007,0.283609986,0.242809996,0.208839998,0.216539994,0.22924,0.153410003,0.153490007,0.165250003,0.171320006,0.167219996,0.169510007,0.141790003,0.126670003,0.116829999,0.118409999,0.126019999
Research and development expenditure (% of GDP),Kenya,,,,,,,,0.355210006,,,0.692219973,,,,,,,,,,
Research and development expenditure (% of GDP),Kiribati,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),"Korea, Rep.",2.12519002,2.278650045,2.207740068,2.277220011,2.442140102,2.522900105,2.719340086,2.872580051,2.988869905,3.146689892,3.315779924,3.591989994,3.850399971,3.951240063,4.077859879,3.978199959,3.987040043,4.292059898,4.516329765,4.627029896,4.795710087
Research and development expenditure (% of GDP),Kosovo,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Kuwait,0.125420004,0.178839996,0.180010006,0.143470004,0.130099997,0.100830004,0.084789999,0.08585,0.085510001,0.112130001,0.101400003,0.098959997,0.097209997,0.301530004,0.427049994,0.096600004,0.079850003,0.080399998,0.063490003,0.191459998,0.186609998
Research and development expenditure (% of GDP),Kyrgyz Republic,0.156369999,0.171890005,0.198100001,0.222719997,0.199259996,0.198609993,0.230140001,0.234249994,0.190170005,0.15997,0.155469999,0.156330004,0.166099995,0.14914,0.125359997,0.119029999,0.111210003,0.107069999,0.101070002,0.090159997,0.088809997
Research and development expenditure (% of GDP),Lao PDR,,,0.037099998,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Latvia,0.43483001,0.402630001,0.40843001,0.359299988,0.398400009,0.527069986,0.646910012,0.551069975,0.577199996,0.448579997,0.60571003,0.715619981,0.663070023,0.613210022,0.68908,0.619400024,0.435140014,0.511039972,0.638689995,0.636269987,0.729910016
Research and development expenditure (% of GDP),Lebanon,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Lesotho,,,0.041850001,0.042950001,0.055319998,,,,,0.029100001,,0.01255,,,,0.051010001,,,,,
Research and development expenditure (% of GDP),Liberia,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Libya,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Liechtenstein,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Lithuania,0.585529983,0.667620003,0.657549977,0.664129972,0.751399994,0.748210013,0.79203999,0.801739991,0.789319992,0.830839992,0.783299983,0.902689993,0.893040001,0.948719978,1.030110002,1.043409944,0.842410028,0.896260023,0.936619997,0.993529975,1.13361001
Research and development expenditure (% of GDP),Luxembourg,1.583140016,,,1.62349999,1.58818996,1.558730006,1.648859978,1.571650028,1.546630025,1.588389993,1.423730016,1.424530029,1.206640005,1.233809948,1.217000008,1.25225997,1.266899943,1.238980055,1.171800017,1.18287003,1.091500044
Research and development expenditure (% of GDP),"Macao SAR, China",,0.062240001,0.069569997,0.06244,0.053440001,0.0876,0.082900003,0.056839999,0.101060003,0.05407,0.05012,0.044270001,0.04789,0.051169999,0.087760001,0.136490002,0.234919995,0.171900004,0.200790003,0.246659994,0.451200008
Research and development expenditure (% of GDP),Madagascar,0.100319996,0.18175,0.201729998,0.290699989,0.192599997,0.150959998,0.141190007,0.120909996,0.117640004,0.130539998,0.099030003,0.090669997,,,0.01321,,0.01264,0.01275,,,
Research and development expenditure (% of GDP),Malawi,,,,,,,,,,,,,,,,,,,,,
